ID;title;DOI;year
13298;SASOMI.;;2010
13303;Security.;;1992
13307;Semanta;10.1109/CEC.2009.15;2009
13313;SABRE.;;1995
13318;SecureSOA;10.1109/SCC.2010.63;2010
13323;SocialNetworkingMirror®.;;2010
13328;SODBeans;10.1109/ICPC.2009.5090064;2009
13335;SimpleSVM;;2003
13340;Synergies;10.4249/scholarpedia.1611;2008
13342;Soliton;10.4249/scholarpedia.2068;2010
13345;Synergetics;10.4249/scholarpedia.1400;2007
13348;Shadowing;10.4249/scholarpedia.2243;2008
13349;Synesthesia;10.4249/scholarpedia.3981;2008
13352;Servervirtualisierung;10.1007/s00287-008-0321-6;2009
13358;Softwarekartographie;10.1007/s00287-008-0289-2;2008
13361;Softwarevisualisierung;10.1007/s00287-003-0314-4;2003
13364;Satellitenkommunikation;;1983
13365;Softwareproduktionsumgebungen;;1983
13367;Scrum;10.1007/s00287-010-0426-6;2010
13370;secureBLAST.;;2003
13375;Scivis;"10.1002/(SICI)1096-9128(199809/11)10:11/13<1107::AID-CPE417>3.0.CO;2-K";1998
13380;SPEAKY;10.1007/s00450-005-0184-x;2005
13386;Splittings;10.1007/s001530050044;1996
13392;S7.;;2013
13395;Suresums;10.1007/BF02579275;1981
13399;Selbstdarsteller;10.1026/1617-6383.16.3.88;2004
13404;Sozialpsychologie;10.1026//1617-6383.13.1.56;2001
13407;Smartcards;;2004
13413;Sommaire.;;2010
13415;Sommaire.;;2010
13417;Softwarelokalisierung;10.1524/itit.2005.47.4.220;2005
13419;Sensornetze;10.1524/itit.47.2.61.62264;2005
13422;Simulation.;10.1016/0378-4754(79)90091-0;1979
13425;Stücklistenorganisation;;1971
13428;Skteches;10.1093/ml/L.4.548;1969
13432;SpecTool;10.1021/ci00020a604;1994
13435;Surfaquarium;;1999
13438;Sequences;;1941
13441;Saccharinity.;10.2178/jsl/1318338844;2011
13444;Scanning];;1968
13448;Synchronisationsgraphen;10.1007/BF00264027;1973
13452;Systemintegrationstest.;;2010
13455;Serendipity;10.1353/cal.2002.0072;2002
13457;Standardisierungspolitik;;2000
13459;Schlüsselfragen.;10.1007/s11623-013-0202-2;2013
13460;Selbstüberschätzung;10.1007/s11623-008-0186-5;2008
13461;Schnittstelle.;10.1007/s11623-012-0054-1;2012
13462;Selbstbestimmung;10.1007/s11623-006-0019-3;2006
13463;Subsidiaritätsrüge.;10.1007/s11623-013-0272-1;2013
13465;Scherbengericht.;10.1007/s11623-014-0093-x;2014
13466;Salomo;;1999
13467;Sophistication;10.1126/science.151.3717.1479-a;1966
13469;Sternzeit.;;2013
13470;Sphinx;;1999
13473;Satellitenkommunikation;;2001
13477;SERVICE.;;1920
13480;Situiertheit;;1993
13483;Standards;10.1126/science.172.3984.632;1972
13485;Superconcentrators;10.1137/0206022;1977
13489;Splicing;;1995
13492;Superchess;;2003
13496;String.;;2008
13497;SHMEM.;;2011
13498;Speedup.;;2011
13499;Scalasca.;;2011
13501;SSE.;;2011
13502;ScaLAPACK.;;2011
13503;Synchronization.;;2011
13505;Sisal.;;2011
13507;SuperLU.;;2011
13513;Scatter.;;2008
13515;Sorting.;;2011
13517;Semaphores.;;2011
13518;Structure.;;2010
13519;Supersmoothing.;;2017
13520;SDP.;;2017
13521;Saturation.;;2010
13522;Set.;;2017
13523;SMT.;;2017
13524;Schema.;;2017
13525;Spatial.;;2017
13526;SDSS.;;2017
13527;SPIX.;;2017
13528;SVG.;;2017
13529;SDTS.;;2017
13530;Splines.;;2017
13532;SPME.;;2009
13533;SVM.;;2009
13534;Spoofing.;;2009
13535;Shape.;;2009
13536;SCA.;;2009
13537;Synopsis.;;2009
13538;Sensornet.;;2009
13539;Sketch.;;2009
13540;SNIA.;;2009
13541;SBQL.;;2009
13542;SONs.;;2009
13543;SARBAC.;;2009
13544;SAS.;;2009
13545;Stopwords.;;2009
13546;Suffixing.;;2009
13547;Switch.;;1998
13549;SI.;;2009
13550;SRM.;;2009
13551;Samba.;;2009
13552;Spidering.;;2009
13553;SOA.;;2009
13554;SATA.;;2009
13555;SAN.;;2009
13556;SSS.;;2011
13557;SERPENT.;;2011
13558;Share.;;2011
13561;SSH.;;2011
13562;Sieving.;;2011
13563;SEPA.;;2011
13564;Signcryption.;;2011
13566;Sequences.;;2011
13567;Sandbox.;;2011
13569;Solitaire.;;2011
13571;Subgroup.;;2011
13572;SWP.;;2011
13573;Thoughts.;;1987
13576;SSL.;;2011
13577;Salt.;;2011
13578;Security.;;2011
13579;SHA.;;2011
13580;Skipjack.;;2011
13581;SPKI.;;2011
13583;Smoothness.;;2011
13585;Supercomputing;10.1109/MC.1984.1658962;1984
13591;Softwar;10.1016/S0140-6736(87)91018-X;1986
13596;Sagas;10.1145/38714.38742;1987
13601;Search;;2014
13607;Schemata;10.1007/3-540-52885-7_121;1990
13610;Specware;10.1145/340855.341139;2000
13613;Superhighness;10.1215/00294527-2009-020;2009
13617;Security;10.1126/science.126.3265.149;2006
13620;sendmail;;1993
13625;Superhack;10.1145/1281421.1281436;2007
13628;Subcontinuations;10.1007/BF01019946;1994
13634;Synchronization;10.1016/j.ic.2008.03.005;2008
13636;Smirnoff;10.1145/259081.259485;1997
13639;StopIt!;10.1145/263814.263901;1993
13644;Superconnectivity;10.1145/278476.278499;1998
13646;SoRender;10.1145/253607.253847;1996
13648;Spam!;10.1145/280324.280336;1998
13653;Sphere;10.1145/281388.281998;1998
13654;Summary.;10.1038/oby.2006.304;2006
13658;Solutions.;;1998
13661;SPT901;10.1145/312379.312420;1999
13662;SUTURE;10.1145/312379.312538;1999
13664;Sandland;10.1145/312379.313070;1999
13666;Sheeps;10.1145/312379.313074;1999
13668;ShutterBug;10.1145/312379.313075;1999
13670;Skydivers;10.1145/312379.313078;1999
13672;Slacker;10.1145/312379.313080;1999
13674;Sorb;10.1145/312379.313083;1999
13676;Supernova;10.1145/312379.313091;1999
13678;Sorting;10.1145/356593.356594;1971
13680;Streaking.;10.1145/281388.281438;1974
13683;Spines;10.1145/312379.312465;1999
13685;SLIP;10.1145/363872.363877;1964
13690;Synthex;10.1145/366199.366245;1961
13691;SIGMAP;10.1145/366243.366270;1962
13695;Syntagm;10.1145/505103.505132;2002
13698;SQR;10.1145/505103.505134;2002
13701;Simulation;10.1007/3-540-58867-1_66;1996
13704;SAS;10.1145/584296.584315;1976
13708;Standards;10.1109/93.959106;2001
13711;Soapbox;10.1109/52.363158;1995
13712;SOCRATES;10.1145/642089.642117;1974
13717;Selectivity;;1993
13724;Satisficing;10.1016/0304-4068(75)90027-0;1974
13728;SIGNAL;10.1007/3-540-58867-1_51;1995
13733;Statecharts;10.1007/3-540-58867-1_52;1995
13738;STATEMATE;;1994
13742;SAZ;;1990
13747;Synchronization;;1981
13749;Synchronization;;1983
13752;SNMPv2;;1993
13755;Serendipidity;10.1016/S1081-1206(10)62272-7;1998
13759;SDL;10.1007/3-540-58867-1_54;1995
13762;SPECTRUM;10.1007/3-540-58867-1_56;1995
13765;STENSOR;;1985
13769;Schiffskörpermodelle;;1982
13773;Selections;;1985
13776;Sold!;10.1145/763766.763767;2002
13778;Smalltalk;10.1145/800173.809715;1983
13782;Spacemath;10.1145/965333.965371;2003
13784;Sublanguages;;1982
13789;schwerpunkt;10.1007/978-3-8348-9840-1_4;2016
13792;Schick;10.1023/B:SYNT.0000029937.49242.4a;2004
13794;Seidenfeld;10.1023/B:SYNT.0000029943.05040.95;2004
13796;Simplicity.;10.1038/embor.2012.6;2012
13798;SIRIUS;10.1080/0161-118291856984;1982
13801;Sponsorship: ;10.1097/00002030-199003000-00016;1990
13808;Standards;10.1145/232782.232783;1996
13812;Sahara;10.1038/118189b0;1926
13814;Seeds;10.1038/241486b0;1973
13816;Spotlight;10.1002/ijc.23878;2008
13819;Scope;10.1145/1179196.1179279;2006
13820;Spooked.;10.1111/j.1467-8705.1991.tb00948.x;2013
13823;Silenced;10.1525/ahu.2004.29.2.199;2004
13827;Semicollusion.;10.1561/0700000034;2010
13832;Sichtverbesserungssysteme;10.1007/978-3-8348-9977-4_31;2015
13835;Spektrum;10.1007/978-3-540-27917-4_19;2016
13841;Strukturalismus;10.1007/978-3-531-92575-2_26;2010
13843;Reviews;10.1109/MAHC.2007.12;2007
13847;Supernetworks;10.1007/978-0-387-30165-5_37;2006
13852;Reviews.;10.1007/BF02291368;1998
13861;Report.;10.1177/0969733009352409;1925
13865;Report;10.1016/0016-0032(86)90268-1;2016
13869;Statement.;;2009
13873;Review;10.1162/comj.2009.33.1.82;2000
13877;Reviews;10.1109/MAHC.1991.10002;1991
13880;RoboMutts++.;;2001
13890;Reviews;10.1109/MAHC.1998.646212;1992
13894;Reliability;10.1007/3-540-07168-7_80;1972
13895;RAFAELA;10.3233/978-1-60750-024-7-478;2009
13903;RCUBE;;2010
13909;Reinforcement;10.4249/scholarpedia.2450;2009
13911;Retina;10.4249/scholarpedia.3487;2007
13913;Resources;10.1300/J003v07n02_19;1990
13914;Relevance?;10.1002/asi.4630360516;1985
13917;Rejoinder;10.1093/comjnl/42.4.343;1999
13920;RAISE;10.1007/3-540-58867-1_60;1995
13923;Recurses!;10.1109/MCISE.2003.1196311;2003
13926;References;10.1111/mono.12318;2017
13931;Refactoring;10.1109/TOOLS.2000.10059;2000
13935;Rama;10.1145/1179196.1179271;2006
13938;Reflect;10.1145/1179196.1179273;2006
13940;Reflectance;10.1145/1185657.1185756;2006
13942;Rockfish;10.1145/1186015.1186045;2004
13944;Reactive;10.1145/1186155.1186178;2004
13945;Retraction.;10.1210/endo.149.6.9999;2008
13955;Rubyric;10.1145/2094131.2094152;2011
13960;RobotBuddha;10.1145/2212776.2212372;2012
13964;RoadMusic;10.1007/s00146-011-0356-0;2012
13968;Revolution!;10.1109/MAHC.1995.397058;2014
13972;Reminiscences;10.1007/978-3-540-78127-1_2;2008
13976;Reviews;10.1109/MAHC.2004.1278855;2004
13982;Repurposers;10.1109/MC.2012.241;2012
13985;Reviews;10.1007/BF03023734;1987
13988;SPIKY.;;2014
13992;Rezensionen;10.1080/02331937108842066;1971
14003;Rezensionen;10.1080/02331937208842085;1972
14017;Relax!;10.1109/ICTAI.2012.28;2012
14023;Robotica;10.1147/sj.261.0055;2009
14026;RRHOID;10.1145/2503541.2503616;2013
14028;RugbyBugs;10.1145/2542398.2542414;2013
14029;Rebelote;10.1145/2542398.2542470;2013
14031;Reviews;10.1016/j.ijinfomgt.2007.02.008;2007
14035;Runaway;10.1145/2542398.2542441;2013
14037;Review;10.1016/S0041-0101(97)00147-5;1997
14040;Reviews;10.1006/jhge.1999.0130;1999
14044;Retreats;10.1145/122898.122900;1991
14048;Resources;10.1109/MITP.2004.1265546;2004
14051;Resources;10.1080/13552070412331332250;2004
14054;Resources;10.1080/13552070512331332281;2005
14057;Resources;10.1109/MITP.2008.131;2008
14060;Rejoinder;10.1126/science.119.3097.657;1954
14065;Resources;10.1080/13552070903264560;2009
14068;Reminiscences;10.1145/1108768.1108781;2006
14070;Reflections.;10.1007/BF00159280;1996
14074;Reviews];10.1007/s00048-011-0050-9;2011
14077;Reflections;10.1109/TCS.1977.1084302;1977
14080;Resources: ;10.1097/00006205-198910000-00003;1989
14082;Referenzmodellierungsforschung.;10.1007/BF03250947;2004
14087;Retailing;;1997
14089;Reflections.;10.1016/j.jemermed.2008.05.008;2008
14093;Reductivity;10.1016/0167-6423(95)00027-5;1996
14097;Remembering;10.1145/249094.249101;1996
14101;Riverworld;10.1145/253607.253693;1996
14104;RANKAI;10.1145/259081.259468;1997
14105;Reversion;;2011
14109;ROBIT;10.1145/259081.259471;1997
14111;Runners;10.1145/259081.259476;1997
14114;Replica;10.1145/281388.281437;1998
14116;Revolution;10.1145/281388.281535;1998
14118;rockpaperscissors;10.1145/281388.281986;1998
14120;Rondeau;10.1145/281388.281987;1998
14122;Robosoc;"3.0.CO;2-T"" target=""_self"" class=""small-link-text""10.1002/(SICI)1099-0526(199809/10)4:13.0.CO;2-T";1998
14124;Reply.;10.1006/ebeh.2001.0291;1998
14131;Refactoring;10.1145/581339.581453;2002
14134;Robotics;10.1109/MC.1984.1658978;1985
14138;Reply.;10.1016/j.jpeds.2015.02.011;2015
14147;Rewriting;;2001
14151;Rechnerorganisation;;1990
14154;Rekursionstheorie;;1993
14156;Reviews;10.1109/MAHC.1995.397067;1995
14163;Rendering;10.1109/MCG.1998.656786;1998
14167;Reorienting;;2002
14168;Retrenchment;10.1007/3-540-48118-4_56;1999
14173;Robotertechnologie;;1982
14175;Reply.;10.1016/j.jvs.2008.08.015;1999
14182;Reviewers.;10.1167/tvst.4.2.r;2015
14186;SOUNDS;;2008
14188;RoutePlanner;10.1145/1125451.1125801;2006
14194;Rezensionen;10.1002/nadc.200968583;2009
14201;Rezensionen;10.1002/nadc.200859835;2010
14208;Response.;10.1378/chest.14-3032;2018
14214;Response.;10.1016/S0016-5107(05)00157-4;2014
14219;Response.;10.1126/science.265.5175.1111;1994
14230;Responses.;10.1126/science.262.5134.761;1993
14237;Response.;10.1126/science.255.5051.1490-a;1992
14245;Reviews;10.1109/MAHC.2006.36;2006
14250;Revolution;10.1145/1280120.1280209;2007
14253;RHODADALIA;10.1145/1280120.1280210;2007
14256;Reviews;10.1109/MAHC.2004.1299664;2004
14268;Review:;10.1162/neco.1990.2.3.261;1990
14270;Reply;10.1016/S0016-5107(83)72615-5;1983
14274;Replay;10.1145/1504271.1504299;2008
14283;Rejoinder;10.1016/0017-9310(79)90068-1;1979
14289;Reply;10.1016/S0022-3476(83)80269-8;1983
14294;Renkan;10.1145/1504271.1504335;2008
14295;Reviews;10.1039/an9224700186;1922
14301;Representation;https://doi.org/10.1023/A:1014487229958;2007
14303;Reviews;10.1039/an9244900407;1924
14309;Reach;10.1145/1596685.1596794;2009
14312;Round;10.1145/1596685.1596798;2009
14314;Raymond;10.1145/1281740.1281842;2007
14317;Recollections.;10.1109/MAHC.1983.10065;1984
14320;Review:;10.1017/S026988890999018X;2009
14327;Reviews;10.1039/an9406500254;1940
14332;Reply;10.1016/S0022-3476(64)80631-4;1964
14336;Review;10.1016/j.serrev.2004.08.004;2004
14345;Reviews;10.1109/MAHC.2008.57;2008
14349;Reviews.;10.1038/sj.ebd.6400905;2012
14351;Reviews;10.1006/jhge.2000.0273;2001
14354;Robotics;10.1016/0004-3702(82)90033-9;1982
14357;Ribbons;10.1007/s00371-007-0153-4;2007
14364;Reminiscences;10.1016/S0041-1345(98)02056-9;1999
14368;Reconsiderations;;2005
14370;Reviews;10.1007/BF00485022;1967
14374;Review.;10.1007/BF00873583;2010
14377;Review.;10.1007/BF00413780;2008
14383;Registers;;2006
14386;Randomness;10.1097/00005053-199907000-00011;2001
14389;Reflections;10.1007/BF02664137;1982
14393;Referenzmodelle.;;1995
14394;References;10.1007/BF02188552;1986
14402;REACH;10.1007/978-1-4419-8656-6_14;1999
14407;Robotik;;2003
14410;Reflect;10.1145/281388.281981;1998
14412;ROUTE66;10.1145/311625.311970;1999
14415;Referees;10.1109/TR.1999.765933;1999
14501;Rechnerarchitektur;;1993
14503;Reply];10.1016/j.medcli.2014.10.004;2015
14511;Reviews;10.1109/MAHC.2004.14;2004
14515;REPORT;10.1016/j.tsf.2010.08.021;2010
14520;Reviews;10.1046/j.1365-2532.1984.1201233.x;1984
14523;Response.;10.1126/science.269.5220.104-a;1995
14529;RiboSW ;10.1109/BIBE.2009.12;2009
14539;Rettungsassistenzsystem;;2009
14542;Run;10.1109/DELTA.2010.28;2010
14547;Reward;10.4249/scholarpedia.1652;2007
14549;Robotik.;;2013
14551;Räsonanz;10.1007/s00287-005-0048-6;2006
14552;ROBOMOSP;10.1109/MRA.2006.250572;2006
14558;Relevanzranking;;2004
14561;Rezensionen.;10.1007/s11858-997-0011-x;2015
14567;Reports;10.3109/17453051003793613;2010
14572;Roboter;10.1007/s11623-007-0190-1;2007
14573;Rezensionen.;10.1007/BF02705988;2014
14580;Risko.;;1973
14582;Resilience;10.2489/63.1.6A;2008
14585;Renaissance.;doi:10.1038/nmicrobiol.2015.22;2013
14586;ReDSeeDS;;2007
14589;Rangzuordnungsprobleme;10.1007/BF01918458;1977
14593;Reviews;10.1145/2147774.2147778;1985
14595;Reviews;10.1080/02589008608729462;1985
14597;Reviews;10.1109/MAHC.1986.10015;1986
14599;Runs.;;2008
14600;Rendezvous.;;2011
14601;Reordering.;;2011
14603;RIPPER.;;2010
14604;Relational.;;2010
14605;RSM.;;2017
14606;Raster.;;2017
14607;Reviewers;10.1109/ISUVR.2010.27;2000
14612;Reuse.;;2008
14613;RCC.;;2017
14614;rkNN.;;2017
14615;Reasoning.;;2014
14618;rNN.;;2017
14619;RAIC.;;2009
14620;Rounding.;;2009
14621;Recodings.;;2009
14622;ROC.;;2009
14623;RDF.;;2014
14626;Redo.;;2009
14627;RF.;;2009
14628;Rtree.;;2017
14629;Rollback.;;2009
14630;RBAC.;;2009
14631;RC6.;;2011
14633;RC4.;;2011
14635;Radiometrics.;;2011
14636;RBAC.;;2011
14637;Rijndael.;;2011
14639;RC5.;;2011
14640;Report;10.1016/S0016-0032(96)90095-2;2016
14644;Rootkits.;;2011
14646;Roboterarchitekturen.;;2009
14649;Reviews;10.1006/jhge.1999.0132;1999
14653;Reflexivity.;10.1305/ndjfl/1093636683;1986
14656;Rezensionen;10.1080/02331937608842366;1976
14664;Rezensionen;10.1080/02331887608801313;1976
14673;Review;10.1093/biomet/17.1-2.171;1925
14676;Review.;10.1093/biomet/36.1-2.236;2005
14679;REVIEWS;10.1093/biomet/36.3-4.469;1949
14682;REVIEWS;10.1093/biomet/43.3-4.490;1956
14685;Reviewers;10.1109/2.268888;1994
14688;Reviews;10.1093/biomet/50.3-4.552;1963
14691;Rejoinder;10.1198/016214507000001454;2008
14699;Rechnerarchitektur;;1980
14701;Reviews;10.1145/982996.983036;1981
14704;Rejoinder;10.1007/978-0-585-33314-4_18;2014
14708;Rezensionen;10.1007/BF03183005;2007
14718;Renzensionen;10.1007/BF01801123;1986
14723;Risk.;10.1126/science.1242553;2013
14727;REIHENSCHIEBER;10.1080/0161-119691884852;1996
14729;Rezensionen;10.1080/02331937008842008;1970
14732;Rezensionen;10.1080/02331937208842120;1972
14741;Rezensionen;10.1080/02331937408842174;1974
14751;Review;10.1080/13619460600827887;2006
14754;Reports;10.1080/1369183X.1976.9975451;1976
14757;Rezension;10.1007/BF02707671;1989
14770;Rezension;10.1007/BF03033958;2000
14773;Relevance.;10.1002/asi.4630300505;1979
14775;Radarsensorik;10.1007/978-3-8348-9977-4_13;2015
14777;Reziprozität;10.1007/978-3-531-92575-2_10;2010
14778;Preamble;10.1016/j.gie.2006.03.919;2006
14784;Preface.;10.1007/BF00014584;1994
14788;Perspectives;10.1016/0022-3697(88)90126-6;1988
14791;Pagemaker;10.1016/0022-4405(90)90038-9;1990
14794;Quickies;10.1021/ed029p291;1952
14797;Quickscreen;10.1145/21850.253907;1985
14802;qwertz;;1990
14805;Quickzip.;10.1109/ICETET.2008.243;2008
14813;Quicksort;;1975
14815;Qualitätssicherung;10.1007/s11825-010-0258-4;2004
14818;Quell.;10.1016/j.tcs.2015.05.044;2014
14824;QuiKey;;2008
14828;QWERTZU;10.1007/s00287-003-0357-6;2003
14829;Quantenprogrammierung;10.1007/s00287-008-0313-6;2009
14832;Quantenprogrammiersprachen;10.1007/s00287-003-0350-0;2003
14833;Quantization;10.1109/18.720541;1998
14837;Quicksort;10.1093/comjnl/5.1.10;1962
14839;Queaps;10.1007/s00453-004-1139-5;2005
14843;Quasimodo;;2008
14846;QsNet.;;2011
14847;Quicksort.;;2011
14848;Quadrics.;;2011
14850;Quadtree.;;2017
14851;QGIS.;;2017
14852;Quadrant.;;2009
14853;QRP.;;2011
14854;Quadrikensplines.;;2000
14858;Quantales;10.1007/978-0-387-09781-7_8;0
14862;Produkte.;10.1007/s00608-007-0033-1;2003
14863;Prolog;;1986
14871;ParalleX;10.1109/ICPPW.2009.14;2009
14875;Postcript;10.1016/0141-5425(83)90086-9;1983
14878;Photographs;10.1016/S0166-9834(00)82219-8;1990
14882;Preface;10.1016/S0074-7742(16)30101-5;2006
14889;Preface.;10.1016/B978-0-444-62730-8.09985-0;2013
14893;Preface.;10.1016/0923-0467(95)80019-0;2002
14897;Produkte.;10.1007/s00506-011-0361-z;2001
14899;Preise.;;2002
14900;Preface.;10.1016/j.jpba.2015.02.002;2015
14909;Progress;10.1054/cacc.2002.0414;2002
14913;Preface.;10.1300/J013v44n02_a;2006
14918;Preface;10.1016/j.cpet.2010.03.005;2010
14923;Preface.;10.1016/B978-0-444-53491-0.09986-7;2013
14931;Presentation;10.1016/S1571-0661(05)80051-9;2001
14934;Preface;10.1023/A:1008358705945;2000
14942;Preface;10.1016/S0166-218X(03)00193-8;2004
14948;Preface.;10.1007/BF00547175;1994
14953;Preface.;10.1007/BF02986815;1996
14963;Presentación;10.1016/S1575-0922(05)71055-X;2005
14966;Preface.;10.1007/s10616-013-9671-2;2013
14973;Produkte.;10.1007/s35148-014-0531-y;2005
14975;Passages.;10.1007/s11013-009-9169-8;2010
14978;Polarization;10.1126/science.215.4537.1186;1982
14981;Panda;10.1145/147126.147134;1992
14983;Patterns;10.1145/157709.157727;1993
14988;Passages.;;2014
14990;Preface;10.1002/cam4.1432;2018
15011;Packedobjects;;2006
15015;Paragogy.;;2011
15018;Panels;10.1109/QSHINE.2004.38;2004
15023;Programmiersprachen;;1993
15026;Panel;10.1109/ISMAR.2008.4637363;2008
15034;Prefazione;10.1007/BF02925091;1996
15038;Programmierumgebungen;;1984
15040;Programmiersprachen;;1984
15045;Preface.;10.1002/hup.264;2001
15049;Prologue;10.1016/0044-8486(84)90003-6;1984
15054;Preface;10.1007/s10499-007-9075-4;2018
15061;Preface.;10.1098/rsta.2001.0915;2002
15064;Photomotion;10.1006/cviu.1996.0016;1996
15069;Problems;10.1126/science.203.4380.501-b;1979
15073;Period;10.1145/253607.254034;1996
15075;Placebo;10.1145/253607.254037;1996
15077;Peacock;10.1145/259081.259105;1997
15078;Plug;10.1145/259081.259464;1997
15082;Pets;10.1145/259081.259461;1997
15087;Phantom;10.1145/259081.259462;1997
15088;Preface;10.1016/S0065-2296(08)60202-5;1993
15091;Presentación;10.1016/S0213-005X(08)76513-3;2009
15096;Powerposets;10.1016/S0019-9958(85)80057-7;1985
15099;Preface];10.1159/000369567;2015
15111;Presentation;10.1016/j.poetic.2008.02.006;2008
15120;Preface;10.1016/S0065-2164(08)70315-0;1989
15123;Préface;10.1016/S0335-7457(96)80047-5;1996
15126;Predication;10.1016/S0364-0213(01)00034-9;2001
15130;Polynomials ;10.1016/0378-4754(90)90077-V;1991
15134;PingPongPlus;10.1145/280953.281304;1998
15137;Perrier;10.1145/281388.281967;1998
15139;Pong;10.1145/281388.281974;1998
15141;Preface.;10.1111/exd.12407;2014
15144;Preface;10.1016/0273-1177(87)90366-8;1987
15147;Preparation.;10.1016/j.geb.2003.09.006;2009
15150;Prettyprinting;10.1145/357114.357115;1980
15153;Proceedings;10.1007/BF00652430;1995
15155;Preface;10.1016/j.tcs.2004.01.021;2004
15160;Perspectives.;10.1016/j.jda.2015.01.002;1968
15164;Privacy.;10.1126/science.158.3799.323;1976
15168;Prefacio;10.1007/BF02888537;1985
15174;Preface;10.1016/S0065-2113(08)60744-0;1949
15178;Preface.;10.1016/j.talanta.2006.07.004;2006
15182;Preface;10.1016/S0167-9317(03)00016-9;2003
15190;Preface;10.1016/S0079-7421(08)60511-3;1967
15193;Preface.;10.1016/j.transproceed.2009.03.038;2009
15208;Preface;10.1016/S0166-4115(08)61592-7;1985
15213;PROGRAM.;10.1111/petr.12460;1937
15218;Prologue;10.1068/p2907nd;2000
15221;Preface;;2006
15230;Preface;10.1007/978-3-319-29770-5;2016
15233;Preface;10.1016/S0033-3506(01)80001-9;1901
15235;Preface;10.1016/S0033-3506(05)82683-6;1905
15239;Preface;10.1016/S0033-3506(12)80001-1;1912
15242;Preface.;10.1023/B:JARS.0000022020.08299.5b;2002
15250;Preface.;10.1098/rsta.2008.0130;1987
15254;Patterns;10.1109/MS.2003.1184168;2003
15257;Preface.;10.1016/B978-0-12-800214-8.10000-3;2014
15264;Polytech100;10.1007/3-540-45324-5_72;2001
15267;Planspielsysteme;;1984
15270;Protection;;1981
15271;Programmverifikation;;1986
15274;Prolog;;1989
15276;Perceptrons;10.1007/BFb0027023;1995
15280;PadGraph;;1999
15286;Platforms;10.1007/BFb0056972;1998
15289;Praktika;;1992
15293;Personalinformationssysteme;;1983
15297;Protection;;1983
15299;Pedigree.;;2009
15300;Puzzled;10.1145/1897816.1897845;2011
15303;Puzzled.;;2013
15306;Puzzled;10.1145/1666420.1666447;2010
15310;Puzzled;10.1145/1735223.1735250;2010
15312;Puzzled;10.1145/1897852.1897878;2011
15315;Preface.;10.1016/j.cld.2009.08.001;2013
15324;PETs.;;2009
15325;Perusal.;;2009
15326;Proximity.;;2009
15327;PDMS.;;2009
15328;Plot.;;2009
15329;Permissions.;;2011
15331;PUF.;;2011
15332;PGP.;;2011
15333;Polyinstantiation.;;2011
15335;PMAC.;;2011
15336;Pseudoprime.;;2011
15338;PRNG.;;2011
15339;Preface.;10.1155/S0962935194000669;1994
15346;Projection.;;2014
15349;Penmanship.;;2011
15350;Password.;;2011
15352;Pseudonyms.;;2011
15353;PKCS.;;2011
15356;Preface.;10.1016/j.talanta.2005.06.018;2005
15361;Pairings.;;2011
15364;Phenotyping.;;2011
15366;Protocol.;;2011
15368;Protection;10.1145/775265.775268;1974
15373;POK.;;2011
15374;Postscript;10.1053/nbin.2002.31494;2002
15378;PKI.;;2011
15379;Presentation.;10.1145/800227.806878;2003
15384;Prolog;10.1145/800177.810020;1979
15387;Performance.;10.1145/800272.810904;2006
15389;Powerdomains;10.1007/3-540-07854-1_226;1976
15393;Preface;10.1007/s10458-006-6015-z;2006
15401;Pipelines;10.1109/MS.2003.1241360;2003
15403;Photo2Video;10.1145/957013.957136;2003
15407;Preface.;10.1016/j.autneu.2009.08.005;2010
15417;PROGRAM;10.1007/978-3-642-14565-0_4;1989
15421;Parsing;10.3115/981436.981465;1980
15424;Preface;10.1109/CMCSN.2012.113;2012
15429;Puzzled.;;2013
15431;ProgramID;10.1023/B:DISC.0000039786.13745.c7;2004
15440;Pictopia;10.1145/1027527.1027770;2004
15442;Practice;10.1109/MS.2004.49;2004
15444;Piñata;10.1145/1086057.1086198;2005
15448;Preface.;10.1016/j.bpobgyn.2014.10.013;2005
15464;PetShop;10.1145/1179196.1179266;2006
15465;Poxville;10.1145/1185884.1185958;2004
15468;Puppets;;2005
15472;Polling;;2003
15475;Play.;10.1109/MMUL.2006.89;1982
15480;Polloi;10.1145/1185884.1185955;2004
15483;Phoebus;10.1145/1188455.1188714;2006
15487;Paraworld;10.1145/1281740.1281834;2007
15490;Poster.;10.1111/ddg.12658;2015
15493;Permuting;10.1109/FSCS.1990.89556;1990
15498;Primeval;10.1145/1400468.1400533;2008
15501;Prism2Promela;10.1109/QEST.2008.20;2008
15506;Preface;10.1016/j.ijheatfluidflow.2007.08.002;2007
15514;Preface.;10.1155/DTE.1.v;1994
15518;Personware;10.1145/1499799.1499822;1976
15521;Preface.;10.1155/S0962935194000347;1994
15526;Plenaries;10.1109/MED.2009.5164501;2009
15529;Peking1935;10.1145/1596685.1596785;2009
15532;Phase;10.1145/1596685.1596788;2009
15534;PoPoLei;10.1145/1596685.1596791;2009
15536;Participants;10.1016/0735-1097(89)90481-6;1990
15540;Preface;10.1016/S0065-3233(08)60114-X;1957
15544;Pathos;10.1145/1665208.1665261;2009
15549;Pollo;10.1145/1665208.1665265;2009
15552;Palavrador;10.1145/1280120.1280169;2007
15555;Preface.;10.1038/jidsymp.2009.16;2009
15562;Preface.;10.1016/j.entcs.2007.02.001;1990
