ID;title;DOI;year
22218;Geodesic subgraphs;10.1002/jgt.3190070203;1983
22221;Graph spanners;10.1002/jgt.3190130114;1989
22225;Glimpsing speech;10.1016/S0095-4470(03)00013-5;2003
22229;Genetische Selbstbestimmung;;2002
22230;Günter Spur.;10.1007/s11740-013-0502-2;2013
22235;G-Strands.;;2012
22241;Green Software.;;2014
22245;Growing Set.;;2017
22246;Gibbs Sampling.;;2017
22247;Geospatial Semantics;;2017
22249;GMR Signature.;;2011
22250;Group Signatures.;;2011
22251;Globale Sichtbarkeitsalgorithmen.;;2003
22254;IECI '81;10.1049/sm.1982.0006;1982
22258;Global Usability;;2011
22263;Generalized universality;;2011
22266;Going underground.;doi:10.1038/climate.2008.121;2012
22270;GenBank: update;10.1093/nar/gkh045;2004
22272;Grand Unification;10.1126/science.219.4590.1318;1983
22275;Graph Kernels;;2010
22279;Guaranteeing Unpredictability;10.1093/comjnl/36.8.723;1993
22284;Grammatical Unification;10.1016/0020-0190(82)90096-5;1982
22288;Generalized ultrapowers;10.1007/BF02011135;1980
22292;Gravitational thermodynamics;"3.0.CO;2-X"" target=""_self"" class=""small-link-text""10.1002/(SICI)1099-0526(199709/10)3:13.0.CO;2-X";1997
22295;GNU TeXmacs;10.1145/980175.980186;2004
22299;Graph Theory;;2011
22303;Gifting technologies;;2004
22307;Graph theory;;1988
22309;Glass Transition.;10.1177/109434209000400211;1990
22314;GNU TeXmacs;;2006
22317;Graph Theory.;;2013
22320;GCD Test.;;2011
22321;High-dimensional shared nearest neighbor clustering algorithm;null;2006
22340;Generalized joins;10.1145/984378.984379;1976
22345;Gestus : judex;10.1145/2413076.2413090;2012
22347;Game jam;10.1145/2468356.2479640;2013
22359;Graphics standards;10.1016/0010-4485(82)90076-8;1982
22361;Game Smarts;10.1109/MC.2007.126;2007
22364;Genetic Stair;10.1145/1597990.1598023;2009
22369;Gorillaz Stylo;10.1145/1836623.1836646;2010
22372;Graph sharpening;10.1016/j.eswa.2010.04.050;2010
22382;Generating subfields;10.1145/1993886.1993937;2011
22385;Gezieltes Suchen;;1998
22388;Garbling Schemes.;;2012
22393;Google-Scholarismus.;;2008
22394;Gerhard Schulmeyer;;1996
22396;Generalizing substitution;10.1051/ita:2003022;2003
22400;Grounded Simulation.;;2015
22403;Galois structures;10.1007/BF00379761;1985
22406;GRILLE RECONSTRUCTION;10.1080/0161-117791832922;1977
22409;Generalized reals.;10.1305/ndjfl/1093894079;1970
22412;George Pólya.;10.1002/jgt.3190010404;1977
22415;Game Reviews;10.1177/003755008801900109;1988
22419;Get smart?;10.1002/asi.4630230511;1972
22422;Icon #1;10.1145/259081.259155;1997
22424;Iceclif, 1990;10.1145/281388.281634;1998
22426;Interruptions, 1968;10.1145/281388.281756;1998
22428;Inbetween 1;10.1145/312379.312514;1999
22430;Intersections #1;10.1145/312379.312515;1999
22432;Internet 101;10.1016/0167-4048(96)81666-X;1995
22436;IEEE 1335;10.1016/S0141-9331(98)00045-3;1998
22439;Geographic relevance;10.1108/00220410710836385;2007
22442;ISO 19115.;;2017
22443;ISO 19136.;;2009
22444;Database technology;10.1147/sj.261.0096;1987
22448;Dynamic typing;10.1007/3-540-55253-7_14;1992
22452;Documentation testing;10.1145/346057.346066;2000
22455;Diffracting trees;10.1145/235543.235546;1996
22461;Different themes;10.1145/253607.253967;1996
22462;Domino treewidth;10.1006/jagm.1996.0854;1997
22466;Distributed Termination;10.1145/357084.357087;1980
22467;DVD technology;;1999
22470;Dynamic Textures;10.1023/A:1021669406132;2003
22478;ISMB 2005;10.1093/bioinformatics/bti1057;2006
22485;Dimension Types;10.1007/3-540-57880-3_23;1994
22488;Database Tuning;;1992
22492;Data types;;2003
22495;Definitional Trees;10.1007/BFb0013825;1992
22499;INFORUM 2008;;2008
22502;(ICICTA 2012);10.1002/cpe.1889;2012
22507;ICER 2012;10.1145/2350216.2350219;2012
22511;IM 2000;10.1080/10196789100000004;1991
22514;Intersens 2000;;2002
22517;Design thinking;;2017
22518;Dutch treat;10.1145/967278.967280;2004
22522;ISMB 2002;10.1093/bioinformatics/btg1048;2002
22527;Disinformation Theory;;1996
22528;Dialog Table;10.1145/1013115.1013161;2004
22531;Digital Tapestry;10.1109/CVPR.2005.130;2005
22536;diorama table;;2007
22539;Dis-Tansu;10.1145/1186155.1186160;2004
22545;Debugging tools;10.1145/1198555.1198773;2005
22548;iSHIMR 2003;;2003
22550;IK 2009;;2008
22552;Diorama table;10.1145/1280120.1280178;2007
22554;IK 2008;;2008
22557;Decomposable theories;10.1017/S1471068406002997;2007
22562;IK 2007;;2007
22565;IK 2005;;2005
22568;ICVS 2007;;2007
22570;Digital Textbooks;10.1109/MMUL.2008.26;2008
22574;Informatik 2004;;2004
22578;ICCM 2006;;2007
22580;Drawing Tools;10.1109/MS.2009.63;2009
22582;Diagnosing Terminologies;;2005
22586;INFORMATIE 2003.;;2004
22589;Digital tudor;;2009
22594;Document theory;10.1002/aris.2009.1440430116;2009
22598;Drawing Tool;10.1145/2148131.2148210;2012
22600;Diligent typist;10.1145/2413076.2413078;2012
22602;Dell, Thomas;10.1145/2503541.2503562;2013
22604;Dyck tableaux;10.1016/j.tcs.2011.11.038;2013
22610;Derived things;10.1016/0097-3165(76)90076-5;1976
22614;Design Theory;10.1007/s12599-010-0128-2;2010
22618;Digging Trenches;10.1201/1086.1065898X/45528.14.4.20050901/90083.1;2005
22619;Discriminant Trees;;1999
22621;Decision Trees;;2005
22627;Diversified Testing;;1983
22630;Dynamic textures;10.1109/ICCV.2001.937658;2001
22632;Digital troubleshooting;10.1016/0141-9331(79)90029-2;1979
22636;Global optimization;;1989
22641;Graphic Output;;1984
22644;Global optimization;10.1080/10556780903135287;2009
22648;Get Out;10.1145/1836623.1836643;2010
22650;Glowworm optimization;10.1007/978-3-642-29353-5_36;2012
22654;Graphical objects;10.1007/BF01782289;1996
22661;Graph Odometry;10.1016/j.dam.2016.06.023;2016
22665;Icon #4;10.1145/259081.259156;1997
22667;Instant 3Descatter;10.1109/CVPR.2006.155;2006
22672;Domain Testing.;;2005
22675;Drawing Trees;;1996
22678;Decision Tables;10.1002/spe.4380130504;1983
22681;Debugging Techniques;10.1002/spe.4380090106;1979
22684;Der Tunnelbau;;2001
22685;Direction Trees;10.1007/BF02187882;1987
22689;Game Over;;2005
22691;Decision Threshold.;;2017
22692;Game options;10.1007/PL00013527;2000
22697;Grant Option.;;2011
22699;Geometric Optics.;;2012
22701;Data Time.;;2009
22702;Distributed trust.;;2001
22705;Graph quantization;10.1016/j.cviu.2011.03.004;2011
22710;Generalized Quantifiers;;1997
22713;Girard Quantaloids;10.1017/S0960129500001146;1992
22716;Global router;10.1145/62882.62905;1988
22721;Genroku-Ryoran;10.1145/312379.312946;1999
22724;Getting real;10.1145/641205.641225;2003
22726;Grammar Rewriting;10.1007/3-540-55602-8_160;1992
22728;Graphics Remembrances;10.1109/85.667296;1998
22730;Graph recurrence;10.1016/S0195-6698(02)00136-1;2003
22733;General Reversibility;10.1016/j.entcs.2006.07.036;2007
22739;Geodesic Revision;10.1093/logcom/exn008;2009
22742;GOPT Resolution;10.1504/IJAISC.2011.042714;2011
22748;Genetic programming;;1990
22752;Generic rectangulations;10.1016/j.ejc.2011.11.004;2012
22755;Google rocks.;10.1007/s10278-009-9255-z;2010
22760;Graph processes;;1996
22765;Golden parachute;10.1145/259081.259133;1997
22766;Glacier run;10.1145/253607.253995;1996
22768;Dynamic Terrain;10.1177/003754979406200105;1994
22773;Generic Programming;10.1007/3-540-51084-2_2;1988
22777;GPSS - PASCAL;;1982
22780;Geolog Project;;1979
22784;Global Perspectives;10.1136/bmj.39317.492130.BE;2007
22788;Gibbs Phenomena;10.1007/s10915-006-9075-y;2006
22791;GPU physics;10.1145/1281500.1281656;2007
22794;Geodesic patterns;10.1145/1833349.1778780;2010
22801;GLL Parsing;10.1016/j.entcs.2010.08.041;2010
22805;Guarding polyominoes;10.1145/1998196.1998261;2011
22815;Guest Reviewers;10.1109/ISWC.2011.8;2011
22818;Genetic Placement;10.1109/TCAD.1987.1270337;2006
22823;Graph-polynomials;10.1016/S0196-8858(03)00041-1;2004
22826;GeoGraphical passwords;10.1504/IJSN.2014.059330;2014
22831;Growing pains.;10.1038/475265b;2011
22834;Graph Packings;10.1016/S1571-0653(05)80154-4;2000
22838;Getting pragmatic;10.1057/ejis.2010.22;2010
22841;Gebietskonstituierende Prozesse;;1988
22846;Geometric Probability;10.1137/1019018;1977
22850;GMD-Robots;;2000
22860;Geographic Routing;;2007
22864;Gesunde Radrouten;;2010
22870;Gradual Refinement;10.1007/978-3-642-13321-3_22;2010
22880;Geographical Retagging.;10.1007/978-3-642-35728-2_5;2013
22885;Granular regression.;;2013
22889;Group Posters;10.1109/EH.2004.10000;2004
22892;Graph Representation.;;2011
22899;GPU Rainfall;;2008
22905;Generic Refactoring.;;2003
22908;G-Ring.;;2017
22909;Gait Recognition.;;2011
22912;Growing PMI;10.1109/AGILE.2009.54;2009
22914;GISP Preface.;;2010
22919;Grasping POMDPs;10.1109/ROBOT.2007.364201;2007
22924;GPU-PIV;;2004
22927;Generic Polymorphism;10.1145/199448.199473;1995
22932;Geometric Partitioning.;;2011
22934;Generalizing Prioritization;;1991
22937;Glass patterns.;;2011
22940;Gestalt principles;10.4249/scholarpedia.5345;2008
22942;Generalized pseudolinearity.;10.1007/s11590-010-0238-2;2012
22947;Geburtstags-Paradoxon;;2001
22949;Grid Partitioning.;;2011
22950;Graph Partitioning.;;2011
22952;Generalization Performance.;;2017
22953;G-Polygon.;;2017
22954;FORTRAN 77;;1988
22958;Fortran 77;10.1145/359619.359621;1978
22960;Database usability;10.1145/582192.582194;1983
22966;Dilbert University;10.1109/52.714615;1998
22969;Difference Unification;;1993
22972;Disjunctive Unification;;1990
22977;Diamonds, Uniformization;;1984
22979;Datensicherheit unerwünscht?;10.1007/s11623-011-0051-9;2011
22981;Fortran 95;10.1145/242719.242726;1996
22985;Dynamic Voting.;10.1145/38714.38740;1987
22989;Discrimination vision;10.1016/0734-189X(88)90086-2;1988
22993;Disembodied Voices;10.1145/1185884.1185985;2004
22994;Digital watermarking;;2002
23000;Distant vision;10.1145/1594943.1594958;2009
23003;Dean Wright;10.1145/1129006.1129011;2006
23006;Domino Waves.;10.1137/S0036144504414505;2007
23009;Digital wires;10.1002/cplx.v14:5;2009
23013;Data winnowing;10.1145/1835804.1835806;2010
23016;Designing wellbeing;10.1145/2317956.2318075;2012
23025;Deliberative voting;10.1016/j.jet.2006.05.002;2007
23030;Distinguishing WPA.;;2013
23034;Desktop Visualization;;1994
23038;Detecting wheels.;10.2298/AADM131128023D;2013
23043;Digital Watermark;10.1007/10941270_6;2003
23050;Dynamic Workflow.;;2010
23052;Declarative Workflow.;;2010
23055;Data Warehouses;;2005
23059;DATA WATERMARKING;10.1016/S0267-3649(01)00204-7;2001
23079;Data visualization;10.1016/S0097-8493(02)00051-1;2002
23087;Dynamic vergence.;10.1109/IROS.1996.568977;1996
23093;Die Vorstandsperspektive.;10.1007/s00287-013-0743-7;2013
23100;Die Vorstandsperspektive.;10.1007/s00287-013-0711-2;2013
23103;Die Vorstandskolumne.;10.1007/s00287-011-0582-3;2011
23104;Die Vorstandsperspektive.;10.1007/s00287-012-0646-z;2014
23107;Digital viability.;;2012
23110;Designing Wearables;10.1109/ISWC.2006.286362;2006
23116;Datenbankgruppen vorgestellt;;2005
23117;Déjà vu;10.1308/003588408X261807;2008
23120;Datenschutzherausforderung Webtracking;10.1007/s11623-010-0211-3;2010
23122;Die Waffe.;;2012
23123;Data Visualizations.;;2009
23125;FGCS ’88;10.1007/BF03037509;1989
23129;EDITORIAL ANNOUNCEMENT: ;10.1097/00006254-196704000-00001;1967
23133;Evaluating altmetrics;10.1007/s11192-013-1117-2;2014
23137;E-Assessment;10.1007/s11576-009-0169-7;2009
23143;Editorial announcement;10.1016/0306-4522(95)90009-8;1995
23148;Elastic AES.;;2004
23152;Editorial: ArtAbilitation;10.1080/14626260701400967;2007
23155;Evidence acquisition;10.1016/S0167-4048(03)00304-3;2003
23158;Evidence analysis;10.1016/S0167-4048(03)00404-8;2003
23159;Evolutionary algorithms;;2001
23161;Evolutionary Algorithms.;;2014
23168;Ereignisgetriebene Architekturen;10.1365/s11576-008-0064-7;2008
23172;Evolutionäre Algorithmen;;1995
23174;Editorial announcement;10.1016/S0098-1354(10)00349-2;2011
23177;Evolutionary Algorithms.;;2012
23182;Effiziente Algorithmen;;1977
23185;Ethical argumentation;;2003
23187;Editorial announcement;"10.1002/1097-0282(2000)55:1&lt;1::AID-BIP10&gt;3.0.CO;2-R";2000
23191;Dog years;10.1145/1280120.1280220;2007
23194;EUROPORT Activities;;1995
23198;Evolving Algebras;;1994
23200;Elementary arithmetic;10.1016/j.apal.2004.10.012;2005
23205;EEG biofeedback;10.1145/2093698.2093752;2011
23212;Enterprise BigGraph;10.1109/HICSS.2013.202;2013
23217;Eigenbackground Bootstrapping;10.1109/CRV.2013.47;2013
23224;Editorial board.;10.1109/MAHC.2009.42;1991
23228;Erich Bukovics;10.1007/BF02242300;1975
23230;Editorial Board;10.1016/S0195-6698(10)00035-1;2010
23232;Evolving Benchmarks;;2005
23236;Editorial Board;10.1016/0143-8166(89)90046-8;1989
23241;Evolutionary Algorithms;;2018
23248;Eyes alive;10.1145/566570.566629;2002
23252;Efficient autocorrelation;10.1145/363744.363782;1965
23256;Exploring Assessment;10.1023/A:1009696327264;1999
23261;Extended admissibility;10.1016/S0304-3975(01)00109-8;2002
23265;Evolutionary Algorithms;10.1007/3-540-61093-6_2;1995
23269;Empty Alternation;10.1007/3-540-58338-6_96;1994
23273;Extensible algorithms;10.1007/3-540-13331-3_40;1983
23278;Education, always;10.1145/2534707;2014
23280;Experimental algorithmics;10.1145/1297797.1297818;2007
23283;Equational abstractions;10.1016/j.tcs.2008.04.040;2008
23287;Everyday aspects;10.1145/1509239.1509271;2009
23292;Enterprise Architectures;10.1007/s10257-007-0054-0;2007
23296;EQ-algebras;10.1016/j.fss.2009.04.010;2009
23300;Emulator Architecture;10.1109/C-M.1975.219049;1975
23304;Elgot Algebras;10.1016/j.entcs.2005.11.053;2006
23311;EDITORIAL ANNOUNCEMENT.;10.1053/jhin.2000.0879;1912
23315;Equality Algebras;10.1007/s11225-012-9457-0;2012
23320;Effective algebraicity;10.1007/s00153-012-0308-5;2013
23324;Explaining alldifferent;;2012
23331;Elementare Aussagenlogik;;1991
23333;Elektrische Bahnen;10.1007/s00502-009-0633-5;2009
23335;Evolutionäre Bildverarbeitung;10.1007/s00287-008-0230-8;2008
23337;Ecological biochemistry;10.1002/cplx.10023;2002
23339;Economic bios.;;2011
23343;Editorial: Betriebssysteme.;;1996
23347;Elemental Benzenoids;10.1021/ci00018a037;1994
23349;Exakte Bewegungsplanungsalgorithmen;;1990
23353;Editorial: Biorobotics;10.1080/095400998116387;1998
23355;EDITORIAL ANNOUNCEMENT: ;10.1097/00006254-196812000-00001;1968
23357;Evidential Authorization.;;2010
23363;Extreme Adaptivity;10.1007/978-3-540-27780-4_49;2004
23369;Eager Acquisition.;;2002
23371;Equational Abstractions;10.1007/978-3-540-45085-6_2;2003
23372;External A;10.1007/978-3-540-30221-6_18;2004
23378;Ethical AI;10.1007/BF00143762;1991
23382;Elektronische Auslesespeicher;;1961
23385;EM-Algorithm.;;2015
23387;Euclidean Algorithm.;;2011
23388;Electromagnetic Attack.;;2011
23390;Environmental Attacks.;;2011
23391;Exemplar Cut;10.1109/ICCV.2013.111;2013
23396;Editorial comment.;10.1016/j.juro.2013.08.125;2014
23398;Evian: babies;10.1145/312379.312919;1999
23402;Editorial board.;10.1080/03079459708419188;1997
23405;Energy Constraints.;10.1007/978-0-387-35973-1_350;2013
23409;Electronic campuses;10.1108/02640470310462452;2003
23412;Embodied Computation;10.1142/S0129626407003022;2007
23417;Eligible Contraction;10.1023/A:1022975611979;2003
23420;Editors' Comments.;10.1177/0022427887024003001;2013
23426;Electronic Cash;;1992
23429;Editorial comment.;10.1016/j.urology.2014.02.071;2014
23433;Eulerian Circuits.;;2011
23437;Emergent Control.;10.1007/978-3-0348-0130-0_4;2011
23442;Editors’ Comments;10.1016/j.jwb.2006.09.003;2006
23445;Editorial comment.;10.1016/j.juro.2009.08.206;2006
23448;Editorial comment.;10.1016/j.urology.2010.09.041;2011
23452;Editorial comment.;10.1016/j.urology.2014.10.061;2015
23457;Ernest Czogala;10.1016/S0165-0114(99)90019-2;1999
23462;Electronic books;10.1108/EUM0000000006962;1999
23466;Eine BILDUNGsreise.;;2007
23469;Editorial board.;10.1007/s00767-003-0013-8;2005
23472;Essential bioinformatics;;2006
23474;Editorial Board;10.1016/0928-4257(92)90001-V;1992
23477;Efficient BackProp.;;2012
23484;Efficient compromising;10.1016/j.jet.2009.01.011;2009
23488;Evolutionary Biperiodogram;;1994
23492;Elementare Berechenbarkeitstheorie;;1996
23495;Execution Chain;;2005
23497;Extended C;;1990
23501;Engineering CSCW;;2002
23506;Emeritus club.;10.4108/ICST.PERVASIVEHEALTH2010.8818;2010
23511;Epistemic Bubbles;;2005
23514;Elektronische Beweise;;2003
23518;Editorial change;10.1016/0022-3999(93)90168-F;1993
23521;Entorhinal Cortex;;2011
23524;Editorial acknowledgement;10.1002/micr.1920160202;1995
23539;E-commerce;10.1016/j.clsr.2005.01.008;2005
23545;EDITORIAL: Briefs;10.1108/eb026947;1995
23548;e-Care ;10.1109/ITNG.2009.233;2009
23553;Encapsulate Context.;;2003
23555;Extremal CSPs;10.1007/11564751_69;2005
23560;Euler Complexes.;10.1007/978-3-540-76796-1_4;2008
23564;Eine Curriculardebatte;;1992
23568;Editorial Calendar;10.1109/MS.2007.72;2007
23571;Ensemble Computing;10.1207/S15327590IJHC1302_2;2001
23575;Electromagnetic circuits;10.3934/nhm.2010.5.335;2010
23580;Epsilon Calculi;10.1093/jigpal/jzl023;2006
23583;Editorial: Chipkarten.;;1997
23585;Effective cooperation];;1971
23588;Ecosystems, continued;;2009
23590;Easy concurrency;10.1007/s100090100053;2001
23595;Exaflop Computing.;;2011
23596;Exascale Computing.;;2011
23598;Evolutionary computation.;10.1038/35076523;2009
23603;Error Curve.;;2017
23604;Experience Curve.;;2017
23605;EM Clustering.;;2010
23606;Edwards Coordinates.;;2011
23607;Edwards Curves.;;2011
23609;Electronic Check.;;2011
23610;Electronic Cash.;;2011
23611;ECC Challenges.;;2011
23612;Electronic Cheque.;;2011
23613;Expressing Concern;10.3115/981175.981206;1994
23616;Embodied creativity.;;2009
23619;Embedded Compilers;;2009
23621;EDUCATIONAL CORNER;10.1016/j.neuroimage.2008.04.005;2008
23630;Elektromechanische Bremssysteme;10.1007/978-3-8348-9977-4_20;2015
23638;Electronic Contracts;10.1109/MIC.2008.77;2008
23643;Expert control.;;1993
23649;ECCLESIASTICAL CRYPTOGRAPHY;10.1080/0161-117791833093;1977
23651;ENCRYPTION CHALLENGE;10.1080/0161-117891852965;1978
23654;Event Classification;10.1287/opre.17.1.70;1969
23657;EXPECTED CONTENT;10.1017/S1755020308090035;2008
23660;Exposing Constraints;10.1137/0804032;1994
23665;Existential continuation;10.1007/BF03037449;1989
23669;Errata corrige;10.2450/2015.0306-14;2015
23672;Electronic commerce;;2003
23673;Evolutionary complexity;"3.3.CO;2-S"" target=""_self"" class=""small-link-text""10.1002/(SICI)1099-0526(199807/08)3:63.3.CO;2-S";1998
23675;Electronic consulting;10.1145/382268.382269;1987
23680;Electronic commerce;;2001
23684;Extractor codes;10.1145/380752.380800;2001
23688;Expression cloning;;2006
23692;Extreme collaboration;10.1145/508448.508453;2002
23695;Editorial - Connections;10.1021/ar00082a600;1982
23698;Enabling communication;10.1145/572020.572078;2002
23702;Experiential Computing;10.1145/792704.792729;2003
23706;Enterprise Computing;10.1109/MM.2002.1013306;2002
23707;Eqimodular curves;10.1016/S0012-365X(02)00444-2;2002
23711;Evolving Combinators;10.1007/3-540-63104-6_42;1997
23714;Electronic colloquia;10.3115/992507.992528;1990
23717;Evolutionary Computations;;2004
23722;Elaine Chew;10.1145/1095534.1095539;2005
23725;Evolutionary clustering;10.1145/1150402.1150467;2010
23730;Emotive captioning;10.1145/1279540.1279551;2007
23735;Expander codes;10.1109/18.556667;2006
23740;Enabling Change;10.1109/MS.2008.114;2008
23744;Enumerative combinatorics;10.1145/1466390.1466395;2008
23748;Event Calculus;;1985
23750;Electronic cuisine;10.1145/1665137.1665174;2009
23752;Elastic circuits;10.1109/TCAD.2009.2030436;2009
23759;Extracting Correlations;10.1109/FOCS.2009.56;2009
23765;Emergent Collectives;10.1109/MIC.2011.116;2011
23768;Empathic computing;10.1007/11825890_3;2006
23772;Exploiting constraints;10.1007/978-3-642-31951-8_3;2011
23775;Embroidered confessions;10.1145/2427076.2427078;2013
23785;Elastic CGRAs;10.1145/2435264.2435296;2013
23793;Exchangeable copulas;10.1016/j.fss.2012.11.010;2013
23797;Emotional creativity;10.1145/2466627.2481239;2013
23800;Economical Caching;10.1145/2493246.2493247;2013
23809;Euler clustering;;2013
23815;Editorial comment.;10.1016/j.urology.2009.01.074;2009
23817;Editorial convidado.;10.1590/S1516-80342009000400002;2009
23827;Epistemic Determiners;10.1093/jos/ffl002;2006
23833;Explanatory dialogues;10.1016/0953-5438(89)90008-8;1989
23837;Electronic Democracy;;2000
23840;e-ducation;10.1145/903893.903928;2003
23843;Exceedingly deranging!;10.1016/S0196-8858(02)00531-6;2003
23848;Emotional design;10.1145/966012.966013;2004
23850;Engineering Decisions;10.1109/MC.2003.1220572;2003
23851;Ephemeral data;10.1145/2500468.2500474;2013
23853;El desván;10.1145/1186015.1186030;2004
23856;Evolving dependability;10.1145/1265949.1265953;2007
23862;Electronic Disks;10.1109/C-M.1975.218860;1975
23864;Even dicycles;"10.1002/1097-0118(200009)35:1<>1.0.CO;2-G";2000
23868;E-discovery;10.1145/1458082.1458167;2008
23879;Experiment databases;10.1007/s10994-011-5277-0;2012
23887;Experimental Design;10.1126/science.134.3482.880;1961
23891;Eliminating ditransitives;10.1007/978-3-642-32024-8_16;2010
23894;Envisioning Desirements;10.1109/MIS.2013.108;2013
23899;Evaluating defaults;;2002
23903;Equational dependencies;;1992
23907;Encoding dictionaries;10.1007/BF01830710;1995
23913;Entropy Distance;;2013
23916;Explication Defended;10.1007/s11225-007-9063-8;2007
23920;EU-Datenschutzrichtlinie;;1996
23921;Erklärende Designtheorie;10.1007/s11576-010-0237-z;2010
23922;Economic Developments;;2010
23925;En derive;10.1145/312379.312917;1999
23928;Edsger Dijkstra;10.1109/WORDS.2003.1267483;2003
23932;Eccentric digraphs;10.1016/j.disc.2003.11.041;2004
23937;Ecological discounting;10.1016/j.jet.2009.10.001;2010
23940;Extreme DocBook;;2004
23944;Entropic Dynamics;10.1063/1.1477054;2001
23948;E-DEFAMATION;10.1016/S0267-3649(00)89137-2;2000
23952;Elektronische Dokumente;;1985
23955;Editorial - DASFAA2012.;;2013
23961;Experience Design;10.1089/109493100316238;2000
23963;Exact Dependence.;;2011
23964;Evaluation Data.;;2017
23965;Electrofluidic Displays.;;2012
23968;Electrophoretic Displays.;;2012
23970;Dark energy;10.4249/scholarpedia.4900;2008
23972;Dezentrale Energieversorgung;10.1007/s00502-009-0619-3;2009
23973;Desirable Ethics.;;2004
23976;Diagnostik-Expertensysteme;;1987
23978;Digital epidemiology.;10.1371/journal.pcbi.1002616;2012
23992;Dimension Extractors;;2006
23995;Data Emancipation.;;2012
23997;Die Erstgeburt;;1999
23998;Der Eselstritt;;2003
23999;Decision Epoch.;;2017
24000;Deniable Encryption.;;2011
24002;Database Encryption.;;2011
24005;Dry Etching.;;2012
24008;Data Encryption;10.1093/combul/37.6.12;1995
24012;ERIC diagnosis;10.1002/asi.4630230114;1972
24014;Digital Endosymbiosis;10.1109/MSP.2009.63;2009
24016;Distance education;10.1111/j.1467-8535.2004.00409_7.x;2004
24019;Distributed enumeration;10.1016/S0020-0190(97)00022-7;1997
24022;Digital experience;10.1145/365181.365186;2001
24025;Dependability evaluation;10.1007/3-540-45416-0_22;2001
24036;Digraph embedding;10.1016/S0012-365X(00)00249-1;2001
24039;Digital evidence;10.1145/505248.505280;2002
24045;Discovering Explanations;10.1023/A:1008287513780;1998
24048;Deniable Encryption.;10.1007/BFb0052229;1997
24054;Discrete elastica;10.1080/00036810108840945;2001
24060;Disasters evermore?;10.1145/1272516.1272547;2007
24062;Digital Evidence;10.1016/S0267-3649(00)88306-5;2001
24069;Device Ensembles;10.1109/MC.2004.241;2004
24072;Doug Easterly;10.1145/1086057.1086082;2005
24074;DEFENDEX-ESPGX;10.1145/1180639.1180867;2006
24078;Dirty Electricity;10.1109/MC.2007.54;2007
24079;Dear Editor;10.1053/j.jfas.2006.08.003;2006
24082;Darren Edge;10.1109/VLHCC.2006.20;2006
24092;Density elimination;10.1016/j.tcs.2008.05.019;2008
24096;Decoding dementia;10.1145/2428556.2428561;2013
24097;Document engineering.;10.1007/s00450-011-0176-y;2012
